university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,919617282299891381,hernandezbarbara,3461,2168,4138,Tue Oct 13 14:20:47 +0000 2020
pucv_cl,409893282935684100,william34,3254,2420,2959,Sat Aug 12 01:18:43 +0000 2023
pucv_cl,11133309706183247,dennisshaw,1994,1942,4387,Fri Nov 11 14:40:05 +0000 2022
pucv_cl,707789610969167974,adkinsmichael,4553,1339,2413,Wed Oct 28 20:39:39 +0000 2020
pucv_cl,82541056831963914,tlee,1545,1990,3803,Tue Oct 18 03:30:44 +0000 2022
pucv_cl,310084089412415100,erica53,3606,1943,2106,Mon Sep 18 04:34:10 +0000 2023
pucv_cl,652282797796310858,rossandrew,2426,1296,2233,Sat Jul 25 08:07:24 +0000 2020
pucv_cl,262459468379855796,james04,1965,2896,4852,Fri May 22 07:08:12 +0000 2020
pucv_cl,986907006485024333,kerrjames,1061,1575,4987,Fri Mar 27 06:31:33 +0000 2020
pucv_cl,803429258048799225,jthomas,1986,765,3863,Mon Aug 14 15:55:36 +0000 2023
pucv_cl,686536262505671614,pgreen,2125,2175,3169,Mon Nov 14 00:29:17 +0000 2022
pucv_cl,960928205426428234,ipatel,2959,2434,2091,Wed Sep 06 00:19:15 +0000 2023
pucv_cl,215498846684219938,amontes,1017,2306,3087,Thu Mar 31 01:57:05 +0000 2022
pucv_cl,825134164730274118,adamsmatthew,4482,2570,3683,Wed Feb 10 20:05:18 +0000 2021
pucv_cl,501222195189890297,shelly63,2398,2343,2850,Sun Sep 05 04:28:49 +0000 2021
pucv_cl,619942643425298515,cynthia57,2590,2638,4501,Sun Jun 13 04:14:44 +0000 2021
pucv_cl,417925542130333446,stephaniegarrett,2046,1461,4659,Mon Oct 18 22:15:49 +0000 2021
pucv_cl,593182665410350529,douglas78,1338,1084,4146,Fri Jan 17 09:09:30 +0000 2020
pucv_cl,141071503275774808,brookseric,2044,885,3856,Thu Jan 26 03:02:14 +0000 2023
pucv_cl,315062687196987800,moniquereid,4150,2117,4692,Sun Jan 02 09:09:45 +0000 2022
pucv_cl,964360210267002893,vmoore,1799,1051,3374,Wed Feb 10 17:51:25 +0000 2021
pucv_cl,375775028423384753,chavezbrittney,2934,2259,3839,Wed Aug 05 09:51:21 +0000 2020
pucv_cl,165379525302999462,ctaylor,4750,2539,2973,Fri Sep 11 22:38:44 +0000 2020
pucv_cl,175388093343378809,william43,4576,537,2362,Wed Jan 17 18:40:09 +0000 2024
pucv_cl,972886540159755447,nharris,3616,1436,4384,Wed Jun 16 21:11:57 +0000 2021
pucv_cl,534291158882902034,christopher09,3055,2934,2318,Sat Nov 26 16:03:24 +0000 2022
pucv_cl,438688213606790593,darlene12,1143,534,3413,Sat Aug 27 16:08:05 +0000 2022
pucv_cl,160644495891300476,cameron14,4438,1439,4625,Thu Aug 20 03:12:36 +0000 2020
pucv_cl,252770293610843422,bautistamario,3379,1917,4581,Sun Sep 27 03:34:31 +0000 2020
pucv_cl,723650389804925365,josesmith,2023,1595,4370,Sun Mar 22 21:00:45 +0000 2020
pucv_cl,686611626895603571,lisabecker,3648,2682,3134,Sat Apr 03 12:40:59 +0000 2021
pucv_cl,237001703459436684,ijohnson,1819,1452,4776,Sun Oct 22 15:15:43 +0000 2023
pucv_cl,339029991919174982,tylersummers,2141,1475,3003,Thu Aug 03 15:52:58 +0000 2023
pucv_cl,571604164647687641,christopherharrington,3383,1962,4037,Tue Mar 09 11:18:15 +0000 2021
pucv_cl,697775163178993806,kimberlyolson,4157,2513,3315,Mon May 15 02:39:46 +0000 2023
pucv_cl,816664581384848985,rushkevin,3869,877,3861,Tue Feb 08 15:37:27 +0000 2022
pucv_cl,691602090916999507,gcase,3714,2625,2362,Tue May 16 10:47:50 +0000 2023
pucv_cl,875371984534252855,christophermontoya,4263,753,2139,Mon Jan 02 19:27:32 +0000 2023
pucv_cl,578148561838793353,bhubbard,2439,2819,3170,Sun Apr 05 07:54:25 +0000 2020
pucv_cl,912031603633707502,omartinez,2429,2254,2858,Fri Feb 12 23:48:29 +0000 2021
pucv_cl,260004299249747960,oquinn,4931,692,2966,Mon Jun 27 05:33:42 +0000 2022
pucv_cl,440761378536492057,jason35,1383,1857,3038,Sat Apr 22 07:03:45 +0000 2023
pucv_cl,233753057101312998,ofischer,2861,1985,4164,Thu Mar 23 13:25:49 +0000 2023
pucv_cl,884672803473406035,williamhenry,1723,2978,2527,Tue Jan 23 08:36:24 +0000 2024
pucv_cl,832463699027484113,hancockdavid,3039,1949,2941,Tue Jul 26 05:05:55 +0000 2022
pucv_cl,946555217705539651,emiller,4769,2202,3642,Mon Dec 11 14:16:53 +0000 2023
pucv_cl,73911348587032474,ashley27,1063,757,2361,Sat May 13 04:47:37 +0000 2023
pucv_cl,792556861418152524,silvalisa,2150,1007,4047,Mon Jul 27 11:29:46 +0000 2020
pucv_cl,271542713025194076,gregory95,4657,1753,2283,Fri Jan 29 00:29:07 +0000 2021
pucv_cl,449702319789291977,loriwilliams,3703,935,4773,Fri Oct 06 22:25:32 +0000 2023
pucv_cl,81131619511942570,gdiaz,1422,1211,2183,Sun Sep 25 20:24:11 +0000 2022
pucv_cl,988473674008192828,ashleycastillo,2748,2075,4905,Wed Jul 29 00:17:55 +0000 2020
pucv_cl,88320419673156882,katherinejones,2361,2877,3940,Tue Aug 17 01:57:24 +0000 2021
pucv_cl,679929605511084658,bonnieandrade,4263,910,3575,Sun Feb 19 05:34:59 +0000 2023
pucv_cl,461749836188149070,jjimenez,2677,2820,2729,Sat Dec 03 14:35:33 +0000 2022
pucv_cl,90745512753960853,justin63,1844,2434,4147,Fri Jun 11 11:31:24 +0000 2021
pucv_cl,980024820120429541,dmolina,1409,2336,4852,Thu Aug 24 00:49:54 +0000 2023
pucv_cl,449800326850024102,pfowler,3453,2107,2274,Sat Feb 27 14:06:19 +0000 2021
pucv_cl,819109474508374125,lori78,1101,1323,3569,Wed Sep 23 11:36:45 +0000 2020
pucv_cl,451663789055415694,joannemartinez,1526,2948,2232,Sat Feb 18 07:37:52 +0000 2023
pucv_cl,33383256477800004,catherine15,2957,1213,4395,Sun Apr 05 19:42:39 +0000 2020
pucv_cl,418618972446753167,smorales,1239,2667,2956,Wed Mar 16 04:27:28 +0000 2022
pucv_cl,954732733733797853,uwashington,2573,970,3473,Tue Oct 27 04:00:40 +0000 2020
pucv_cl,917782031560672765,silvadaryl,2500,1687,2860,Sun Oct 17 14:06:30 +0000 2021
pucv_cl,904651152555413769,jessicamoran,2026,2604,4555,Fri Feb 28 19:13:37 +0000 2020
pucv_cl,611075791446698897,qjohnson,2725,2028,4286,Thu Feb 08 08:00:10 +0000 2024
pucv_cl,964363421953810467,jessicalane,1303,1740,3658,Wed Aug 17 19:16:04 +0000 2022
pucv_cl,608356881256137257,vhays,2145,2474,3550,Sat Mar 18 02:53:39 +0000 2023
pucv_cl,192475310643471811,cdickson,2516,1624,2359,Sun Oct 01 13:17:24 +0000 2023
pucv_cl,609463736463135129,griffinrobert,4944,2734,3114,Thu Jan 28 09:31:10 +0000 2021
pucv_cl,575917143623653639,idaniels,4669,1986,4703,Mon Apr 15 17:58:04 +0000 2024
pucv_cl,698961837681813486,trevorwilliamson,1338,820,2206,Sat May 16 11:15:50 +0000 2020
pucv_cl,109071086323925795,dustin86,2796,1208,2746,Mon May 24 15:29:27 +0000 2021
pucv_cl,954406159010787364,nicholasjackson,4769,1521,3019,Wed Jan 31 15:32:50 +0000 2024
pucv_cl,554503403354302452,joshua05,3701,1326,3134,Fri Apr 19 00:33:47 +0000 2024
pucv_cl,595284078497426268,lshepard,2350,1700,3984,Fri May 21 01:48:48 +0000 2021
pucv_cl,372856008873044510,peggy13,3274,1538,4898,Sat Nov 14 00:55:45 +0000 2020
pucv_cl,444752644566343614,mgallagher,4276,1315,2678,Fri Nov 18 01:02:43 +0000 2022
pucv_cl,168405326010666593,ddavis,4180,2743,4364,Fri Apr 30 18:43:25 +0000 2021
pucv_cl,252237642216283439,daniel04,4831,1065,3452,Fri Nov 11 09:32:20 +0000 2022
pucv_cl,144802019781151860,qmiller,2493,1582,2062,Fri Feb 02 15:12:30 +0000 2024
pucv_cl,327388076693574218,michael82,4719,2844,4927,Thu Sep 29 13:16:58 +0000 2022
pucv_cl,612505516545204806,reginald04,3880,1023,3597,Sat Jul 02 20:17:30 +0000 2022
pucv_cl,645668119765607356,james95,2439,1985,3250,Tue Oct 20 10:45:06 +0000 2020
pucv_cl,369388600295084552,alvarezmelissa,4210,2767,2813,Sat May 18 08:53:01 +0000 2024
pucv_cl,198056254121020350,janet32,2470,1967,4216,Wed Mar 08 04:18:19 +0000 2023
pucv_cl,142297300360897666,kwilson,3079,2558,4218,Mon Apr 15 22:12:44 +0000 2024
pucv_cl,180848327204775156,harrisonnoah,2190,836,4304,Mon Nov 21 10:10:23 +0000 2022
pucv_cl,946155224271353748,williamhenderson,1222,1928,4123,Tue Mar 03 19:00:59 +0000 2020
pucv_cl,58515190417989536,valeriegarcia,2574,1256,4992,Sat Apr 13 04:53:02 +0000 2024
pucv_cl,216709225464106670,mark22,2188,1823,2171,Tue Jul 04 22:33:59 +0000 2023
pucv_cl,717143339145646894,ejackson,4831,1066,2920,Tue Mar 14 02:05:15 +0000 2023
pucv_cl,683600135922169654,gonzalezbrian,1944,734,2913,Mon Feb 08 12:01:45 +0000 2021
pucv_cl,922374391992884099,catherine80,2519,1164,2602,Tue Jan 07 00:43:11 +0000 2020
pucv_cl,269553506168397273,higginsalexandra,4608,2155,2702,Wed Dec 02 19:11:09 +0000 2020
pucv_cl,974319954737913514,janet86,3357,1626,4959,Sun Dec 26 23:56:42 +0000 2021
pucv_cl,434921967117620307,lauren09,3697,2803,3952,Thu Jan 26 01:03:59 +0000 2023
pucv_cl,13915497195701373,lisa16,4469,1853,2283,Sun Feb 11 01:54:17 +0000 2024
pucv_cl,561943620546438155,hebertkaren,3747,1917,3999,Sat Apr 18 16:58:02 +0000 2020
pucv_cl,230877129812884302,wisemalik,3700,1139,2712,Wed Jun 08 11:35:42 +0000 2022
pucv_cl,843758373107282056,tina96,1197,1223,2366,Sat Apr 17 00:01:20 +0000 2021
pucv_cl,655209495524870975,ginajohnson,2878,1139,4987,Wed Apr 15 09:03:04 +0000 2020
pucv_cl,741455735485095788,morganjonathon,3057,1978,2887,Thu Apr 29 20:22:23 +0000 2021
pucv_cl,870690059132451400,alex82,3121,2489,4249,Thu Apr 30 12:11:07 +0000 2020
pucv_cl,17414813670541722,xboyer,3810,2740,3720,Wed Dec 23 18:02:02 +0000 2020
pucv_cl,833102171168743752,tracyhoward,3434,1596,2084,Fri May 19 05:08:03 +0000 2023
pucv_cl,159118762059104706,jeffreyporter,1906,1874,4327,Sat Nov 13 02:09:28 +0000 2021
pucv_cl,2454643834870220,tmathews,4858,1052,4497,Fri Oct 16 09:55:39 +0000 2020
pucv_cl,741800495480356869,chad75,4281,2169,4551,Wed Apr 05 00:13:16 +0000 2023
pucv_cl,130769727695022230,bweaver,1385,2944,4107,Sun May 21 06:33:00 +0000 2023
pucv_cl,944216106159134918,ann47,2350,2712,4982,Thu Aug 24 23:57:10 +0000 2023
pucv_cl,923846252059313638,carrilloteresa,1985,1954,3423,Sun Jan 22 16:02:16 +0000 2023
pucv_cl,492522157554354442,alexandrafrank,4992,2264,2414,Thu Jul 27 08:04:33 +0000 2023
pucv_cl,960588174386129125,haynesangela,4484,584,2355,Thu Dec 07 13:25:31 +0000 2023
pucv_cl,888115994448547079,phenderson,1064,2578,4207,Sat Feb 26 14:11:26 +0000 2022
pucv_cl,683748864810879714,kevin65,2261,2951,4410,Fri Jun 04 10:00:38 +0000 2021
pucv_cl,635876944110976029,riveramatthew,2409,2282,3192,Sun Nov 12 08:47:32 +0000 2023
pucv_cl,757019890256343912,ifranklin,2054,1545,4275,Sun Oct 03 23:15:03 +0000 2021
pucv_cl,809196770439613222,jpadilla,2582,855,4054,Fri Dec 03 12:18:19 +0000 2021
pucv_cl,653656151110923121,gary84,4784,2835,4531,Sun Jan 28 19:40:13 +0000 2024
pucv_cl,893739550719816136,jeffrey82,4194,1740,3968,Sat Jul 25 00:15:04 +0000 2020
pucv_cl,296706091308843686,johnsonomar,3553,1079,4181,Sun Jul 12 17:16:21 +0000 2020
pucv_cl,345225604487743429,taylorcarrillo,3181,2094,4843,Tue May 10 03:42:54 +0000 2022
pucv_cl,520878988627414447,calebwilliams,3395,2251,2516,Sat Aug 26 22:18:54 +0000 2023
pucv_cl,6968384603476583,annemoran,4408,916,3568,Wed Feb 23 03:47:48 +0000 2022
pucv_cl,258149851664367022,margaret96,4643,620,4659,Mon Aug 15 17:56:01 +0000 2022
pucv_cl,433588119703288956,jack44,3875,2603,2268,Thu Dec 14 14:18:43 +0000 2023
pucv_cl,542080172373079999,qanderson,2424,1234,3735,Thu Sep 01 15:50:56 +0000 2022
pucv_cl,391160025345069421,ohayes,3866,2329,3407,Thu Aug 06 17:55:33 +0000 2020
pucv_cl,280741072237393275,scotterik,3340,1190,3195,Fri Oct 02 12:08:09 +0000 2020
pucv_cl,762345512377227521,kgarcia,2561,895,4727,Fri Nov 13 14:31:33 +0000 2020
pucv_cl,986853473979987008,colleensparks,2503,2851,4868,Thu Aug 12 08:41:14 +0000 2021
pucv_cl,392474722475706194,isanchez,2187,1025,4639,Sun Jun 04 21:43:31 +0000 2023
pucv_cl,573874796728053559,jameswagner,2682,1432,3477,Fri Jul 14 20:15:00 +0000 2023
pucv_cl,515214040512375764,jwright,2243,2620,4969,Wed May 26 18:28:25 +0000 2021
pucv_cl,662138507458347296,suzanne64,1138,2148,3058,Mon Jun 12 20:44:29 +0000 2023
pucv_cl,696540699080845955,whiteeric,1184,2585,4520,Mon Jun 15 12:48:58 +0000 2020
pucv_cl,467050639858853720,sheltonmegan,4635,1412,4931,Wed Jul 15 23:58:57 +0000 2020
pucv_cl,316404996356227467,rmartin,1781,2137,3382,Sun Oct 31 06:35:42 +0000 2021
pucv_cl,920835243877384481,peter91,3606,2004,3176,Sat Sep 03 19:55:38 +0000 2022
pucv_cl,916104679618137617,bateslaura,4082,2788,3878,Tue Aug 30 13:24:42 +0000 2022
pucv_cl,598328844476733451,nrobinson,1766,1370,2951,Thu Oct 15 03:46:41 +0000 2020
pucv_cl,645721194978120122,clayton81,4074,1491,2248,Thu Dec 21 12:03:02 +0000 2023
pucv_cl,575162259565300716,anelson,3505,1101,4755,Mon Feb 19 12:10:37 +0000 2024
pucv_cl,443273488810628137,bartonanthony,2652,1582,4322,Sat Feb 27 06:39:27 +0000 2021
pucv_cl,274637465637482614,christopherallen,4154,585,4154,Tue Apr 26 04:25:51 +0000 2022
pucv_cl,9973482269051255,ithomas,2707,2445,2594,Wed Apr 26 01:48:39 +0000 2023
pucv_cl,406735039061965667,michaelwilliams,3826,757,2989,Mon May 16 10:37:37 +0000 2022
pucv_cl,392966769693176888,jordanreyes,2558,1580,3541,Sat May 20 21:44:55 +0000 2023
pucv_cl,260927359782876585,washingtonjanet,3109,2737,2290,Fri Dec 17 23:16:33 +0000 2021
pucv_cl,714733447272936034,rdavenport,4679,1465,4331,Tue Sep 22 16:44:02 +0000 2020
pucv_cl,348314933086850508,kristin91,4136,1013,3517,Tue Feb 08 15:46:08 +0000 2022
pucv_cl,220559654814369304,sburns,4340,1583,2840,Mon Jan 13 10:42:45 +0000 2020
pucv_cl,108834604309553064,alyssa01,4311,2403,2194,Wed Mar 10 23:57:25 +0000 2021
pucv_cl,569636181580032861,wattsvictoria,3354,2301,3399,Tue Jan 10 15:58:35 +0000 2023
pucv_cl,479053716992457183,kevin44,1024,2351,3621,Fri Nov 18 02:45:49 +0000 2022
pucv_cl,109156287872627813,matarobert,2882,2466,2892,Mon Jun 13 16:49:38 +0000 2022
pucv_cl,32214019614027677,wanderson,3827,2104,4320,Mon Sep 28 20:42:47 +0000 2020
pucv_cl,672007897218693841,lwilliams,1505,2501,4597,Thu Feb 23 13:45:32 +0000 2023
pucv_cl,640362914017280851,theodoresimmons,3164,897,2508,Thu Jun 17 01:04:42 +0000 2021
pucv_cl,992660869990377848,kristina71,1655,1165,2046,Fri Mar 10 10:44:29 +0000 2023
pucv_cl,863218582845193712,zfreeman,2458,2427,2648,Sun Apr 09 17:16:02 +0000 2023
pucv_cl,468099958621580228,ianderson,2134,2631,4348,Sun Jun 06 20:00:56 +0000 2021
pucv_cl,459491734692656314,jmonroe,1758,2010,4282,Sat Nov 18 02:58:39 +0000 2023
pucv_cl,125182244230534238,michael84,4105,1961,3527,Fri Nov 06 03:30:26 +0000 2020
pucv_cl,943551695717457350,henrywatkins,3138,926,4818,Wed Feb 14 18:04:35 +0000 2024
pucv_cl,17109784945827212,ericjones,4066,2578,3364,Sun Nov 13 13:03:43 +0000 2022
pucv_cl,986093517278893738,meyerxavier,1233,2609,3328,Sun Dec 10 17:20:55 +0000 2023
pucv_cl,844253117439623823,wmurray,3909,2363,3657,Mon Apr 03 16:40:15 +0000 2023
pucv_cl,156795473206668870,patrick75,2483,922,2216,Mon Sep 06 00:49:12 +0000 2021
pucv_cl,934028329273663825,james58,2216,935,3046,Tue Jan 11 16:10:16 +0000 2022
pucv_cl,595027385122900756,matthew65,3536,1194,4187,Wed Feb 05 17:54:41 +0000 2020
pucv_cl,135959494088769719,jose93,3605,737,2943,Sun Feb 19 04:28:13 +0000 2023
pucv_cl,384837660725610513,stephanie95,4669,2098,2465,Sat Jun 03 23:15:42 +0000 2023
pucv_cl,394503108090732169,jtaylor,3052,2003,2063,Wed Jan 27 08:13:45 +0000 2021
pucv_cl,966808627221440068,pollarddustin,3202,649,2163,Fri Jun 12 03:20:29 +0000 2020
pucv_cl,474451910021464485,stevenfleming,2522,1666,4028,Sun Jul 18 21:19:14 +0000 2021
pucv_cl,606478342356123393,cblair,1458,1551,4550,Sun Mar 17 18:19:31 +0000 2024
pucv_cl,923057080895650437,nmills,3455,1330,3426,Mon Jun 13 00:52:54 +0000 2022
pucv_cl,469241360978843699,alexiselliott,3662,1571,4977,Wed Sep 15 10:16:54 +0000 2021
pucv_cl,752252036530342029,william82,4476,2644,3108,Thu Mar 12 18:55:02 +0000 2020
pucv_cl,510235159808463894,estradarobert,2316,2516,4978,Tue May 19 12:48:45 +0000 2020
pucv_cl,41635288164923420,david08,2815,737,2496,Fri Aug 26 00:48:36 +0000 2022
pucv_cl,735700887265511483,lindsey73,2920,584,4521,Thu Mar 31 01:41:35 +0000 2022
pucv_cl,120776991928054080,melanie38,1758,1070,4000,Thu Feb 18 05:31:46 +0000 2021
pucv_cl,17398647902730712,gonzalezanthony,4688,780,2145,Mon Oct 05 08:14:06 +0000 2020
pucv_cl,171063624162208664,kimberlynelson,4273,981,3561,Tue May 17 16:12:38 +0000 2022
pucv_cl,695188671561545139,melissabrown,2753,688,4555,Wed May 05 07:11:25 +0000 2021
pucv_cl,492148221864600053,william25,2930,2136,4282,Mon Oct 18 21:59:24 +0000 2021
pucv_cl,275451318623238441,carla44,2652,2381,2689,Tue Jul 05 08:51:36 +0000 2022
pucv_cl,643511759192973868,anthony01,3569,831,3435,Fri Jan 17 10:49:38 +0000 2020
pucv_cl,963642888249600316,taylorcarol,3557,2179,3035,Tue Aug 22 11:46:39 +0000 2023
pucv_cl,922674526558800562,dakotafoster,1895,1870,3408,Mon Apr 03 09:29:39 +0000 2023
pucv_cl,446248843860242585,yvonne23,2822,675,2052,Thu Oct 01 19:24:26 +0000 2020
pucv_cl,494661698120943722,ereynolds,3090,2007,2919,Mon Feb 05 16:03:07 +0000 2024
pucv_cl,591247412801017765,xflynn,3479,2623,4662,Thu May 05 14:14:19 +0000 2022
pucv_cl,816954522812699499,kimberlywright,4933,1352,4635,Fri May 05 16:17:01 +0000 2023
pucv_cl,75254123799449075,vgutierrez,2631,2147,2226,Sun May 23 11:39:50 +0000 2021
pucv_cl,112504706617986625,hsweeney,2319,543,2222,Fri Jan 19 14:09:35 +0000 2024
pucv_cl,12430596957610734,wilsonryan,1730,1102,2889,Mon Jul 17 21:15:08 +0000 2023
pucv_cl,762945506800067847,catherinethomas,4002,2225,3649,Fri Jan 28 06:45:06 +0000 2022
pucv_cl,246216209821698498,lisa02,3055,1069,4926,Thu Oct 29 02:31:59 +0000 2020
pucv_cl,570063261133782139,yorklarry,2193,2648,3561,Thu Feb 18 04:29:03 +0000 2021
pucv_cl,801170917792395344,kimcolleen,3245,2610,3929,Wed Oct 06 19:11:46 +0000 2021
pucv_cl,523105300205344301,paulmcdonald,1209,1771,3034,Wed Nov 02 11:01:50 +0000 2022
pucv_cl,484651494016717854,jgraves,2368,1942,2163,Fri Apr 10 14:53:38 +0000 2020
pucv_cl,281254259678963687,derekrandall,1708,1212,3755,Sat Aug 05 11:28:38 +0000 2023
pucv_cl,736932650231523639,christopherwang,2865,2976,4831,Fri Sep 01 09:25:59 +0000 2023
pucv_cl,180085451632786588,bakerscott,4130,1632,4640,Fri Jul 07 20:32:23 +0000 2023
pucv_cl,857685481248722559,washingtonrachel,1057,1854,4965,Wed Mar 03 21:29:14 +0000 2021
pucv_cl,160972868262794146,conwayjesse,2815,1504,3502,Thu Nov 25 22:15:48 +0000 2021
pucv_cl,834987740088352825,fshah,4496,2658,3388,Tue Nov 08 08:53:22 +0000 2022
pucv_cl,949406781858106162,thorntonjessica,3389,1851,2799,Wed Sep 20 14:38:52 +0000 2023
pucv_cl,529735809370576037,lorimartinez,1801,2792,4935,Fri Oct 15 22:30:55 +0000 2021
pucv_cl,347718677317641389,robinsonpatricia,3338,2784,4289,Sun Mar 29 00:39:10 +0000 2020
pucv_cl,359980908946508998,fsmith,1293,1403,3946,Thu Sep 09 08:00:56 +0000 2021
pucv_cl,457333433450086979,jose57,3612,904,4579,Thu Dec 02 13:04:16 +0000 2021
pucv_cl,948523850365818732,utorres,1666,693,4137,Mon Aug 22 12:00:12 +0000 2022
pucv_cl,134630293844463690,smithjerry,4096,2524,4726,Mon Oct 17 23:51:50 +0000 2022
pucv_cl,758615239836483457,erica28,1771,1293,3099,Tue May 11 15:54:18 +0000 2021
pucv_cl,194169004147959973,michael09,4259,1655,3158,Tue Apr 28 11:41:39 +0000 2020
pucv_cl,337829598261510144,thomasmichelle,1951,571,2630,Wed Dec 06 02:04:27 +0000 2023
pucv_cl,653584192183258781,luis80,3113,2007,2839,Mon Dec 04 12:15:01 +0000 2023
pucv_cl,258044819628754506,castillojennifer,1386,1622,3452,Sat Jan 27 15:52:47 +0000 2024
pucv_cl,49323629077865325,martinezbrandi,2956,1638,2364,Mon Jan 29 12:07:04 +0000 2024
pucv_cl,912851514975225868,moorenancy,2247,2184,4097,Tue Feb 11 18:27:53 +0000 2020
pucv_cl,787104545329350436,leerobin,3205,908,3811,Tue Oct 12 18:41:21 +0000 2021
pucv_cl,747144324307460954,mcgeejose,4816,1214,4295,Wed Apr 28 13:06:29 +0000 2021
pucv_cl,845470112219852629,carlos88,1584,2038,3358,Wed Nov 24 08:25:00 +0000 2021
pucv_cl,61510766427417141,rebecca36,4811,1790,4668,Wed Apr 29 14:39:07 +0000 2020
pucv_cl,222379734544374134,lewiskaitlyn,3070,516,2267,Thu Jul 08 11:41:20 +0000 2021
pucv_cl,560984827463575183,megan80,2441,2443,2879,Thu Jun 10 15:29:34 +0000 2021
pucv_cl,324038925847532568,jayroman,4394,2900,2167,Wed Oct 04 19:22:11 +0000 2023
